branch,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
Pelusios_c#N51,92284,0,28,22,1,76,0,17,1,3,4,5,44,1,3,156,333,202,0,0,1,17266,0,0,15,11,4,3,0,1,0,2,0,0,16,58,1,1,3,23,20,0,62100,329,0,48,10,3,3,0,0,138,1,3,0,7,0,9,0,2,58,1,382,98330,0,27,5,1,106,1,1,10,3,64,3,2,3,21,0,0,2,7,0,0,39680,1,0,19,0,121,2,0,0,0,1,17,1,24,1,54,86,5,46,66,0,56709,0,1,1,0,0,8,1,2,33,118,8,11,3,0,0,8,8,0,3,0,30758,0,1,14,0,30,18,87,65,7,0,0,0,76,3,0,2,0,13,1,2,75548,1,158,83,8,0,0,1,16,74,587,0,0,4,0,1,59,0,4,4,7,90020,1,21,59,1,73,295,5,43,1,1,1,3,1,0,0,148,2,6,107,3,117922,89,3,34,26,15,18,5,190,6,1,5,0,1,1,0,3,0,96,8,124,31645,1,0,0,8,3,52,87,0,0,4,5,62,5,1,9,37,5,53,1,2,53764,1,5,2,267,65,1,0,7,88,0,1,1,3,0,12,2,0,76,0,1,56653,24,15,161,34,5,1,1,5,0,4,108,0,1,113,0,67,41,2,1,54,63775,117,4,1,3,2,2,0,23,0,6,0,21,86,4,266,8,8,1,6,121,62436,22,11,1,11,2,183,60,8,2,20,87,4,13,6,47,3,209,97,2,56,111755,178,5,0,10,268,0,3,2,0,4,1,159,28,8,83,31,33,2,11,227,74309,22,0,0,176,0,8,14,14,26,0,606,0,160,116,2,1,2,5,1,29,92076,1,1,0,8,0,0,1,5,0,0,0,8,0,0,0,1,2,3,1,0,5924,1,1,26,9,0,89,0,57,1,0,0,0,9,0,0,1,19,0,1,2,34162
Phrynops_h#N51,92284,7,25,17,2,26,0,7,4,9,2,0,26,4,9,80,152,84,0,0,8,17266,5,0,9,4,1,1,0,5,0,0,0,0,8,24,0,6,4,12,11,0,62100,132,1,20,4,3,3,1,1,56,1,2,2,10,8,10,0,10,22,1,138,98330,0,25,1,0,79,1,0,10,2,30,33,6,5,13,0,1,1,5,0,1,39680,1,0,13,1,77,1,2,0,0,0,9,1,19,1,20,42,4,22,31,0,56709,1,1,2,1,1,4,2,4,35,45,3,9,3,0,1,1,7,1,1,0,30758,6,1,8,0,30,4,42,37,5,3,0,0,40,3,0,1,0,17,1,1,75548,4,81,45,13,2,0,0,13,30,280,0,1,3,1,0,73,0,2,2,3,90020,3,6,37,1,72,162,15,26,0,0,2,1,8,1,0,85,3,6,58,1,117922,35,1,25,16,15,26,6,87,6,4,1,4,0,1,3,1,1,56,5,53,31645,0,0,3,3,2,24,64,1,1,0,0,37,8,0,3,32,5,45,1,6,53764,3,3,4,99,33,2,0,5,46,0,1,0,1,2,6,1,1,38,0,0,56653,21,13,97,29,5,0,1,2,0,1,36,1,0,48,0,60,18,1,7,32,63775,68,17,10,2,1,0,4,10,2,11,0,17,34,0,113,6,5,1,7,46,62436,17,7,1,3,1,78,37,7,2,20,47,8,8,10,32,0,102,38,10,18,111755,80,14,1,9,138,1,4,1,2,0,5,60,16,8,31,46,23,6,10,95,74309,7,0,1,54,9,2,6,10,15,0,235,1,63,61,2,1,0,4,16,7,92076,2,5,0,2,0,0,1,8,0,0,0,6,0,0,0,0,7,3,0,4,5924,3,1,17,2,0,37,0,35,6,0,8,1,7,0,1,1,7,4,3,1,34162
Pipa_pipa#N43,83049,10,23,53,1,110,1,18,3,11,7,11,68,5,4,455,272,216,0,3,6,16758,1,2,26,15,3,2,0,10,0,5,1,0,11,80,1,3,7,23,21,1,62747,668,4,47,16,1,9,0,0,193,3,6,6,46,5,17,0,8,46,1,840,96237,0,59,7,4,119,9,4,26,2,150,35,37,4,35,0,1,1,26,2,1,38542,2,5,47,1,181,1,1,1,0,5,31,1,24,1,199,112,20,60,70,2,53345,2,8,12,5,0,21,3,4,63,170,15,46,6,0,1,0,9,2,3,1,29069,1,9,14,0,54,7,105,55,17,4,0,0,103,6,1,1,1,23,3,1,73919,6,255,105,8,3,0,3,20,84,636,0,0,3,1,14,66,2,2,6,16,89863,4,23,140,2,119,561,44,79,11,2,2,8,3,2,1,232,4,18,357,4,114694,224,2,32,58,36,53,8,264,6,9,4,0,1,1,5,0,1,157,14,221,29813,1,0,6,10,6,43,77,1,0,8,1,144,11,2,13,50,15,75,1,2,53229,3,6,18,330,79,3,0,13,111,1,8,5,2,5,28,5,7,61,0,3,53726,41,17,225,65,8,0,2,4,3,12,160,0,6,180,5,131,62,8,18,46,61339,113,17,5,12,0,5,3,36,1,4,1,33,82,4,458,20,10,13,9,130,59238,58,11,0,16,3,256,90,30,14,26,90,8,17,15,45,6,223,82,10,38,113520,399,13,1,18,244,3,8,5,4,7,2,104,39,14,38,76,36,8,12,398,70396,40,0,1,212,1,15,20,22,16,0,793,5,229,76,5,2,4,8,7,32,88481,0,3,0,7,1,0,5,4,0,2,0,13,3,0,0,1,12,5,0,1,5619,2,2,32,6,0,233,2,70,3,0,7,0,9,1,1,4,20,4,1,0,33500
Pleurodele#N76,88810,0,47,77,4,149,0,6,5,12,8,7,89,6,2,454,515,363,0,3,1,17044,0,0,19,18,2,2,1,4,0,2,0,0,14,99,0,2,5,31,37,1,64905,645,0,73,28,0,4,1,0,188,1,2,0,9,7,17,0,11,80,0,738,95615,0,82,3,1,139,3,3,18,1,156,2,5,8,36,0,0,3,23,0,0,39781,0,1,30,1,198,3,0,0,0,0,21,0,30,0,137,128,32,79,80,3,55013,2,3,7,3,1,7,1,1,49,178,9,41,3,1,0,7,16,0,2,1,30993,1,6,41,0,94,22,175,86,4,1,3,0,112,7,1,0,1,44,1,0,74258,7,246,149,18,1,0,2,18,118,783,0,3,3,1,5,85,0,1,5,13,88864,1,27,172,1,119,494,15,87,2,0,0,4,2,1,0,215,1,37,267,4,115172,253,2,37,66,28,41,9,312,2,3,10,0,0,2,2,2,0,210,18,195,32587,1,0,2,11,2,67,122,0,0,6,1,136,6,2,13,87,30,105,2,0,53067,2,6,9,489,118,2,0,9,116,1,1,2,0,0,24,5,3,75,2,4,54415,75,15,263,81,6,0,1,6,1,1,147,0,6,270,1,124,107,2,7,76,61514,114,4,5,5,1,2,6,39,1,5,1,27,108,7,379,29,12,6,8,180,61819,61,28,2,2,2,280,110,8,3,34,155,9,34,7,84,3,360,146,8,73,113090,418,9,1,21,457,0,2,8,1,4,2,160,52,5,63,108,59,4,23,441,74140,33,0,2,296,1,9,23,34,37,0,750,7,257,141,2,3,2,0,7,30,92054,1,2,0,3,0,0,2,4,1,0,0,12,0,0,0,1,3,6,1,0,5701,0,0,33,3,0,204,0,81,0,1,6,0,20,1,2,0,13,2,1,0,33151
Podarcis_s#N70,93671,3,9,13,1,32,1,2,3,3,1,3,15,2,1,92,104,51,0,1,1,17245,0,0,5,2,2,0,0,1,0,0,0,0,9,21,1,2,0,1,5,0,62022,150,0,19,2,0,2,0,0,39,0,1,1,8,1,2,0,1,15,0,170,98636,0,19,1,0,28,2,0,4,1,31,4,4,4,7,0,0,1,7,0,0,39939,1,2,7,0,37,3,1,1,0,0,6,0,7,0,53,36,2,11,18,0,56573,1,1,4,0,1,5,0,1,11,39,2,4,0,0,1,3,4,1,0,1,30740,0,3,4,0,13,3,27,15,3,1,1,0,15,3,0,0,0,12,0,0,74428,0,49,26,0,0,0,4,4,18,227,0,0,4,0,1,30,0,4,2,3,90291,1,9,37,0,34,142,1,10,0,0,0,3,2,0,1,49,0,4,68,0,119068,52,1,17,8,3,8,1,74,1,2,1,0,1,0,0,0,0,19,0,61,30906,1,0,1,1,1,16,29,0,0,0,0,44,5,0,5,16,2,27,1,0,53264,0,0,1,77,20,0,0,1,26,1,0,0,1,3,4,0,2,18,1,0,57166,14,5,31,11,5,0,0,2,0,2,40,0,3,44,0,43,16,0,0,15,63280,32,3,2,1,2,0,1,6,0,2,0,3,16,2,89,8,0,2,0,24,61651,8,4,0,2,0,92,14,5,3,2,26,3,3,5,7,2,50,34,4,7,111227,105,2,0,4,96,0,1,2,1,1,1,20,8,3,14,13,9,2,4,102,72801,13,0,0,79,1,3,5,4,4,1,163,0,46,27,0,2,2,0,1,8,91274,0,0,1,5,0,0,2,0,0,0,0,2,1,0,0,0,2,1,0,0,6013,1,0,6,3,0,42,0,27,1,0,3,1,1,0,0,0,2,1,0,0,33880
Pogona_vit#N91,92616,4,13,9,1,42,0,3,0,3,3,1,16,5,3,92,124,86,1,0,3,17122,0,1,2,7,4,1,0,1,0,2,1,0,10,31,1,5,3,12,8,0,61699,155,0,18,7,0,2,1,0,50,1,1,2,9,6,3,0,2,12,1,142,98567,0,25,2,1,56,3,1,11,2,43,12,5,0,9,0,1,2,5,1,0,39844,0,1,16,1,78,1,0,0,1,0,10,0,7,0,23,34,5,17,20,1,56207,0,0,5,1,0,9,1,1,22,53,4,10,2,0,4,2,3,1,1,1,30642,1,0,4,0,16,8,34,21,7,5,1,0,20,6,0,1,0,12,0,1,74211,0,77,34,6,0,0,2,3,25,246,0,3,2,0,1,49,2,1,1,1,89999,2,7,44,3,50,150,5,23,3,0,0,0,2,1,3,76,1,4,53,0,118914,45,1,26,10,10,14,14,82,3,8,3,1,0,0,0,1,1,60,6,56,30712,1,0,1,3,1,10,46,0,1,2,1,39,2,0,3,33,9,29,1,0,53037,0,3,8,108,23,1,0,1,36,3,0,0,0,0,8,1,1,25,0,2,56987,17,4,64,12,0,0,0,2,0,1,50,0,1,45,0,32,16,2,3,20,62750,63,5,5,2,1,1,3,11,0,7,0,12,39,1,113,5,6,0,1,36,61437,12,5,3,5,1,68,18,5,2,8,38,7,5,8,14,0,77,34,6,14,110486,88,5,1,5,98,1,2,2,0,3,4,37,11,5,22,24,10,5,7,96,72356,17,0,1,65,6,3,6,7,6,0,220,2,67,33,0,1,1,2,4,9,91027,1,2,0,0,0,0,2,1,0,0,0,4,1,0,0,0,2,2,0,2,5991,0,0,18,1,0,42,0,27,4,2,3,0,10,0,0,2,6,0,3,3,33806
Polypterus#N3,86327,27,49,125,15,312,4,78,19,57,29,36,234,14,7,1422,924,772,0,4,13,15560,2,2,77,31,10,5,2,19,1,12,0,5,22,284,11,15,7,68,30,7,61833,2318,0,101,37,8,22,3,2,570,3,15,3,93,20,14,0,12,144,2,2960,98157,0,108,26,10,245,19,14,82,17,461,28,44,54,88,1,6,11,44,4,0,37646,2,18,100,1,580,16,4,1,0,2,38,10,47,0,671,462,41,187,217,3,54810,9,15,62,12,5,138,8,24,118,595,54,83,7,2,3,11,23,11,14,2,27338,0,15,55,3,198,31,354,123,29,7,7,1,348,19,2,2,1,76,1,2,68129,5,822,200,12,3,1,5,17,105,2329,0,3,34,2,17,112,0,12,21,20,88704,29,56,232,5,290,1915,80,133,22,0,0,47,18,2,7,757,8,60,1206,9,113537,824,6,66,165,42,71,39,998,14,21,24,1,0,3,17,4,2,423,22,841,29320,6,1,4,9,13,100,243,1,0,33,13,262,25,3,55,148,33,159,6,4,49044,2,22,17,975,161,8,0,29,348,8,11,13,9,9,68,23,27,168,8,20,54815,161,31,758,170,43,0,2,21,3,39,459,7,11,553,9,419,230,34,70,182,61094,291,33,26,19,6,15,13,62,6,21,2,54,261,11,2068,44,18,28,22,402,60813,102,35,16,28,8,924,254,46,24,61,325,27,35,53,103,14,863,308,16,79,109261,1224,49,0,26,772,25,10,20,9,18,5,300,93,46,143,203,72,7,29,1423,69062,187,0,3,553,10,3,43,59,23,0,3351,12,733,234,2,11,8,2,37,135,90286,0,6,3,14,1,0,23,6,2,1,4,33,4,0,1,4,7,14,0,2,5451,13,9,77,6,1,1018,4,208,5,3,28,1,23,2,9,5,42,2,5,1,32400
Proteus_an#N45,88915,12,53,72,7,170,1,21,10,20,13,14,114,7,9,570,411,329,0,3,10,16844,3,0,20,23,11,4,0,12,0,5,2,1,17,112,6,8,11,29,39,1,64638,966,1,81,26,3,11,2,0,235,1,14,7,36,6,18,0,25,122,1,1072,96555,0,97,5,2,142,15,6,29,7,204,18,25,19,59,1,4,4,27,1,0,39603,0,6,53,0,279,8,2,2,0,2,34,4,48,3,243,240,29,78,68,4,55457,2,1,10,6,3,23,3,11,72,239,15,62,3,2,5,2,25,5,4,3,30601,3,5,33,1,107,41,194,99,15,4,1,0,114,19,2,2,1,56,1,2,73154,6,389,191,24,1,1,9,40,83,910,0,3,19,0,17,111,2,6,14,22,89362,10,45,228,8,237,725,39,130,13,0,0,13,10,2,8,264,2,35,400,11,115649,383,3,51,89,59,40,15,355,11,6,9,0,0,2,3,1,0,172,11,343,32138,3,1,4,11,9,68,122,0,0,11,5,138,19,1,22,128,32,134,4,2,52569,3,13,17,434,110,5,0,27,170,2,4,3,2,4,38,5,7,114,2,6,54852,92,30,261,94,15,0,5,29,0,17,241,2,6,266,5,223,113,14,22,125,61919,188,23,16,12,2,5,2,41,4,8,0,44,105,10,525,55,8,10,18,181,61541,75,23,3,18,2,467,110,30,13,40,194,12,34,22,66,8,318,169,9,72,112746,495,19,2,20,393,6,5,9,2,7,3,142,55,15,83,95,80,8,24,578,73245,54,1,2,266,1,7,29,40,38,1,928,7,316,134,1,5,2,4,24,50,91559,0,1,1,11,0,0,9,7,0,0,0,14,2,0,1,1,9,7,0,2,5711,7,2,47,9,1,371,1,102,4,3,14,1,21,2,3,0,37,4,8,4,32971
Protopte00#N22,83674,0,2,5,1,7,0,3,0,0,1,1,6,0,0,25,40,37,0,0,1,17252,1,0,6,1,0,0,1,1,1,0,0,0,6,5,0,0,2,5,3,0,63383,22,0,4,2,0,0,1,0,21,0,0,1,1,0,6,0,2,5,0,41,95482,0,10,0,0,15,1,0,1,0,12,4,1,0,8,0,0,1,5,0,0,40154,1,0,3,0,12,0,0,0,0,0,4,0,4,0,13,4,1,4,4,0,51382,0,0,1,0,0,1,0,0,3,13,0,4,0,0,0,1,0,0,0,0,30280,0,1,2,0,12,1,13,16,0,1,0,0,9,0,1,1,0,3,0,0,76764,1,16,18,4,0,0,0,1,10,65,0,0,3,0,0,14,0,1,1,2,92084,0,2,16,0,11,31,1,10,2,0,0,1,3,0,0,21,1,7,21,1,111655,12,0,5,3,3,4,0,19,0,0,0,0,0,0,0,0,0,27,1,17,30947,0,0,0,0,0,7,14,0,0,1,0,15,0,0,0,7,4,8,0,0,53797,0,0,0,38,6,0,0,1,10,0,0,0,0,0,2,0,0,12,0,0,51016,3,1,23,6,0,0,1,0,0,0,9,0,0,16,0,18,9,0,1,4,60004,24,0,1,0,0,0,0,6,0,1,0,3,15,2,15,3,1,1,1,13,57490,7,2,1,1,0,15,10,0,1,8,21,0,6,1,5,2,37,3,0,6,110468,31,1,0,2,46,0,1,1,0,1,1,18,5,1,11,8,2,1,1,24,73657,0,0,1,36,0,2,1,2,4,0,56,1,18,13,0,0,1,0,0,2,91809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5614,0,0,5,1,0,16,0,6,0,0,0,0,0,0,0,0,3,0,1,0,34126
Protopteru#N22,83674,0,4,2,0,7,0,0,0,1,0,0,6,0,1,35,41,30,1,0,0,17252,0,0,1,0,0,0,1,1,1,0,0,0,3,6,0,0,1,5,3,0,63383,21,1,9,1,1,0,0,0,13,0,0,0,1,0,2,0,2,6,0,26,95482,0,10,0,0,25,1,0,3,1,13,1,1,1,5,0,0,0,2,1,0,40154,0,0,5,0,15,1,0,0,0,0,2,0,5,0,4,2,1,5,7,1,51382,0,0,0,0,0,1,0,1,10,16,1,2,0,0,0,1,3,0,0,2,30280,0,0,3,0,7,2,6,11,1,0,0,0,9,1,0,0,0,4,0,0,76764,1,15,15,2,0,1,0,3,12,54,0,0,1,1,0,11,0,0,0,4,92084,0,1,12,1,11,25,2,6,0,0,0,0,0,0,1,22,0,2,12,1,111655,16,1,3,4,1,0,2,22,1,1,0,0,0,0,1,0,0,10,2,18,30947,0,0,0,1,0,13,13,0,0,0,1,9,1,0,0,9,3,3,0,0,53797,0,0,0,34,7,1,0,0,4,0,0,1,2,0,2,0,0,10,1,2,51016,6,2,20,7,0,0,0,0,0,0,10,0,0,13,0,17,5,0,0,0,60004,18,1,1,0,0,1,1,4,1,1,1,4,12,0,20,3,1,1,1,18,57490,4,2,0,4,0,9,6,0,1,6,13,0,2,1,9,0,23,9,1,2,110468,34,0,0,3,41,0,1,0,0,0,0,23,1,0,6,7,3,0,0,19,73657,2,0,0,25,1,2,3,2,3,0,69,0,20,12,0,0,0,1,0,0,91809,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5614,0,0,13,1,1,10,0,6,0,0,1,1,0,0,0,0,1,0,0,0,34126
Python_reg#N84,91668,4,14,27,3,106,0,11,4,9,7,6,52,4,2,157,429,327,0,1,2,17626,0,0,8,16,5,1,0,4,0,1,0,0,27,65,0,0,4,30,17,0,61055,267,2,66,14,0,2,0,0,151,1,3,2,10,2,16,0,9,55,0,294,97836,0,77,0,1,135,2,4,9,1,80,3,1,5,17,0,1,2,15,0,1,41089,1,0,16,0,145,5,0,0,0,0,25,1,21,1,44,84,17,41,57,0,55474,2,1,6,1,0,4,0,3,41,154,5,18,3,1,1,11,13,1,0,1,31316,0,1,14,0,29,13,77,132,2,0,0,0,71,19,1,0,0,19,1,0,77643,5,126,89,6,1,0,0,12,108,675,0,0,2,0,5,105,1,9,3,4,90328,2,16,90,1,78,423,6,59,2,0,2,5,2,1,1,195,3,23,110,1,119887,80,1,49,21,21,46,2,191,9,1,6,0,0,2,0,0,0,96,6,100,30921,1,0,0,11,1,81,121,0,0,3,0,104,3,3,17,62,11,62,1,0,54634,2,3,6,316,54,3,0,10,75,3,1,1,3,5,10,3,3,76,0,3,55720,12,19,194,28,3,0,0,0,2,4,96,0,3,118,0,68,42,0,2,51,63343,168,1,0,2,3,1,3,38,0,6,0,28,109,2,226,16,3,5,9,150,60865,36,18,1,20,2,127,51,8,4,35,120,14,15,6,68,1,250,124,1,39,111608,209,3,2,13,367,1,0,3,0,3,0,155,26,6,94,32,32,0,29,208,72816,21,0,0,249,0,9,2,20,20,0,569,1,115,121,1,2,1,3,6,25,89827,1,1,0,4,1,0,1,2,0,0,0,5,0,0,0,2,12,1,1,0,6113,0,0,42,4,0,85,0,76,1,0,3,0,9,0,0,2,8,0,0,1,33791
Raja_clava#N16,84635,0,2,6,0,21,0,2,0,0,0,1,9,0,0,45,55,40,0,0,0,16577,0,0,2,4,1,1,0,0,0,1,0,0,2,17,0,0,0,5,4,0,62026,71,1,11,3,0,1,1,0,17,0,0,0,1,1,2,0,1,14,0,93,92478,0,10,0,1,15,0,0,2,0,24,0,1,2,10,0,0,0,1,0,0,38025,0,0,4,0,24,0,0,0,0,0,2,0,5,0,16,28,1,8,13,1,51802,0,0,0,0,0,1,0,0,5,23,0,4,2,0,0,0,1,0,0,0,29581,0,0,7,1,9,1,15,21,0,0,1,0,11,3,0,0,0,8,1,0,74853,1,18,20,5,0,0,1,0,18,80,0,0,2,0,0,14,0,0,0,1,86503,1,8,23,0,16,73,0,11,0,0,0,2,0,0,0,13,0,4,31,1,112582,30,0,5,12,2,9,0,34,0,0,1,0,0,0,0,1,0,24,0,32,30567,1,0,1,2,0,11,16,0,0,1,1,32,0,2,2,12,4,21,1,0,53377,0,1,2,46,12,2,0,4,16,0,0,0,0,0,3,0,0,6,0,0,49653,5,1,22,7,0,0,0,0,0,1,21,0,0,41,0,18,20,0,3,17,60550,46,0,2,2,1,0,0,3,0,0,0,7,9,1,31,2,1,0,2,18,60419,7,6,0,1,1,33,16,2,0,5,16,1,3,1,10,0,36,19,1,1,105666,57,3,0,1,56,0,0,1,1,0,0,23,1,1,15,11,7,1,1,54,70363,1,0,0,47,0,2,5,1,3,0,72,0,34,19,0,1,0,0,1,1,88936,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,3,1,0,0,5761,0,1,11,3,0,30,0,13,1,0,1,0,6,0,1,0,2,0,0,0,32685
Rana_chens#N66,83225,3,25,33,5,118,2,9,4,8,4,8,44,3,2,354,308,193,2,1,4,16612,2,0,12,8,0,5,0,4,0,0,2,0,13,76,0,3,2,13,21,0,63666,380,1,40,12,2,6,1,0,127,2,7,1,4,4,11,0,3,68,0,602,94650,1,60,2,2,86,3,3,11,4,92,6,8,6,29,1,0,1,13,1,0,38594,0,4,26,1,113,6,3,0,0,1,18,1,23,2,136,109,11,41,58,0,53054,0,2,7,2,2,15,2,2,20,92,7,36,1,0,0,1,8,2,3,1,29556,1,5,21,1,78,18,88,47,7,5,1,0,61,5,2,0,1,28,2,2,74207,4,214,140,16,1,1,3,17,63,505,0,3,7,0,3,41,0,4,8,16,88678,4,14,112,5,103,325,5,69,8,0,1,4,4,2,5,153,2,21,237,2,113272,257,2,21,43,16,28,13,179,4,7,7,0,0,0,3,0,0,116,7,154,30800,1,0,5,2,3,44,67,0,0,3,5,99,3,2,13,61,29,46,6,1,53374,1,9,6,206,79,4,0,12,83,2,2,0,2,3,23,4,5,44,0,7,53181,54,14,187,68,4,0,3,5,0,4,138,1,3,173,1,107,76,4,5,38,60558,92,9,14,2,1,3,1,16,0,7,0,41,59,8,270,18,8,6,6,77,60127,43,14,0,1,1,231,76,9,5,29,153,6,23,5,35,0,179,71,7,49,112424,283,7,1,14,239,1,1,2,0,5,5,99,27,5,51,76,25,4,7,263,71739,20,0,0,175,3,9,14,24,26,2,467,3,168,88,7,4,2,3,10,20,89096,0,1,0,3,0,0,1,2,0,0,0,6,1,0,0,1,6,1,1,0,5536,4,0,24,4,0,177,1,68,3,2,6,0,14,0,3,1,21,0,2,1,33660
Rhinatrema#N23,88076,3,18,23,3,69,0,11,3,11,8,5,40,1,4,192,246,207,0,0,3,16839,0,0,19,5,5,0,0,2,0,3,1,0,13,53,3,3,2,36,23,1,62018,374,0,32,10,1,6,0,0,152,0,8,2,18,3,9,0,2,52,1,427,97783,0,57,6,1,76,8,6,8,0,98,9,9,9,14,0,0,1,9,0,0,39353,0,2,23,0,133,2,1,0,0,0,11,0,21,0,73,83,17,42,57,0,54371,3,1,12,5,1,20,3,3,36,134,9,15,2,0,1,3,10,2,5,0,29567,1,3,16,0,23,11,104,61,9,0,0,0,80,2,0,1,0,21,0,0,73995,1,165,76,6,0,0,2,7,48,581,0,1,6,0,4,49,0,8,4,6,90000,5,21,69,2,94,438,15,50,4,0,0,11,6,1,3,128,1,11,136,3,117145,97,2,27,33,18,34,7,178,5,2,5,0,1,1,1,1,1,106,4,176,30679,3,0,1,4,0,40,68,0,0,4,3,82,8,3,25,43,8,52,2,0,52165,0,10,4,306,56,1,0,8,88,1,0,2,2,1,18,5,2,81,0,3,54027,32,4,143,39,3,0,1,3,1,2,85,0,2,125,0,76,51,2,10,49,63043,128,4,0,4,5,4,2,15,1,3,0,12,59,5,257,8,4,5,5,91,60245,29,10,1,5,2,216,66,14,6,22,100,5,7,10,45,2,185,102,3,33,111517,189,6,3,8,251,2,2,0,0,2,2,118,16,12,83,34,33,3,19,263,71946,32,0,1,147,1,3,7,12,17,0,529,1,172,105,1,0,2,0,11,20,90134,0,1,0,3,0,1,1,1,1,1,0,3,0,0,0,0,8,3,0,1,5832,0,2,33,7,1,120,0,69,0,0,6,1,9,0,1,2,11,2,0,2,33746
Salamandra#N68,88938,5,26,41,5,106,0,11,7,9,3,3,58,5,1,321,326,240,0,0,2,16989,1,1,18,12,5,0,0,1,0,2,1,0,14,68,2,3,5,17,18,0,64870,370,1,47,20,5,2,3,1,151,0,1,1,6,5,12,1,8,61,0,520,95733,1,54,1,1,73,2,0,5,3,103,10,6,3,31,2,1,0,20,1,0,39747,0,0,24,0,134,2,0,0,0,0,17,0,28,0,74,122,23,64,61,0,55121,4,2,3,4,1,9,1,2,38,142,8,35,1,1,3,6,13,2,2,0,30982,1,1,17,0,58,16,125,60,6,0,0,0,74,5,0,1,0,30,1,1,74080,5,207,111,9,0,0,3,13,77,474,0,1,3,0,1,45,1,3,5,13,88932,2,16,125,1,111,318,9,72,0,0,1,6,6,1,1,165,1,22,194,0,115299,176,1,27,54,35,31,8,193,6,2,3,1,0,0,3,1,1,139,17,180,32584,2,0,1,5,2,46,88,0,0,3,3,80,4,1,3,71,18,76,2,2,53065,1,5,6,262,61,0,0,11,83,1,1,4,2,0,23,0,0,80,0,2,54502,56,12,179,62,4,0,1,4,0,4,117,1,4,206,2,105,77,3,11,75,61585,88,7,5,5,0,3,0,23,0,3,0,30,89,6,216,35,7,3,10,109,61806,49,22,2,10,1,182,86,7,5,33,136,5,25,6,42,4,225,91,3,42,112965,265,9,2,11,269,1,2,5,1,2,1,125,26,8,58,59,30,0,18,300,73953,12,0,0,175,1,9,19,17,21,0,489,0,194,105,2,4,0,2,2,23,91978,0,1,0,3,0,1,3,0,0,1,0,10,0,0,0,0,5,1,0,0,5704,1,2,34,3,1,132,0,49,2,2,3,0,13,1,1,2,10,0,3,1,33157
